Lat,Lon,FishSp,HabitatType
52.82,-55.08,squalus acanthias,sand
52.82,-55.08,squalus acanthias,mud
52.82,-55.08,squalus acanthias,soft-sediment
34.32,-76.24,stenotomus chrysops,sand
34.32,-76.24,stenotomus chrysops,macroalgae
36.16,-74.37,stenotomus chrysops,sand
36.16,-74.37,stenotomus chrysops,macroalgae
37,-75,stenotomus chrysops,sand
37,-75,stenotomus chrysops,macroalgae
38,-73,stenotomus chrysops,sand
38,-73,stenotomus chrysops,macroalgae
40,-72,stenotomus chrysops,sand
40,-72,stenotomus chrysops,macroalgae
41,-68,stenotomus chrysops,sand
41,-68,stenotomus chrysops,macroalgae
43.5,-67.17,stenotomus chrysops,sand
43.5,-67.17,stenotomus chrysops,macroalgae
34.32,-76.24,stenotomus chrysops,
36.16,-74.37,stenotomus chrysops,
37,-75,stenotomus chrysops,
38,-73,stenotomus chrysops,
40,-72,stenotomus chrysops,
41,-68,stenotomus chrysops,
43.5,-67.17,stenotomus chrysops,
34.32,-76.24,stenotomus chrysops,mud
34.32,-76.24,stenotomus chrysops,seagrass
36.16,-74.37,stenotomus chrysops,mud
36.16,-74.37,stenotomus chrysops,seagrass
37,-75,stenotomus chrysops,mud
37,-75,stenotomus chrysops,seagrass
38,-73,stenotomus chrysops,mud
38,-73,stenotomus chrysops,seagrass
40,-72,stenotomus chrysops,mud
40,-72,stenotomus chrysops,seagrass
41,-68,stenotomus chrysops,mud
41,-68,stenotomus chrysops,seagrass
43.5,-67.17,stenotomus chrysops,mud
43.5,-67.17,stenotomus chrysops,seagrass
34.32,-76.24,stenotomus chrysops,soft-sediment
34.32,-76.24,stenotomus chrysops,reef
34.32,-76.24,stenotomus chrysops,rock
36.16,-74.37,stenotomus chrysops,soft-sediment
36.16,-74.37,stenotomus chrysops,reef
36.16,-74.37,stenotomus chrysops,rock
37,-75,stenotomus chrysops,soft-sediment
37,-75,stenotomus chrysops,reef
37,-75,stenotomus chrysops,rock
38,-73,stenotomus chrysops,soft-sediment
38,-73,stenotomus chrysops,reef
38,-73,stenotomus chrysops,rock
40,-72,stenotomus chrysops,soft-sediment
40,-72,stenotomus chrysops,reef
40,-72,stenotomus chrysops,rock
41,-68,stenotomus chrysops,soft-sediment
41,-68,stenotomus chrysops,reef
41,-68,stenotomus chrysops,rock
43.5,-67.17,stenotomus chrysops,soft-sediment
43.5,-67.17,stenotomus chrysops,reef
43.5,-67.17,stenotomus chrysops,rock
36.16,-74.37,tautoga onitis,rock
37,-75,tautoga onitis,rock
38,-73,tautoga onitis,rock
40,-72,tautoga onitis,rock
41,-68,tautoga onitis,rock
36.16,-74.37,tautoga onitis,seagrass
37,-75,tautoga onitis,seagrass
38,-73,tautoga onitis,seagrass
40,-72,tautoga onitis,seagrass
41,-68,tautoga onitis,seagrass
36.16,-74.37,tautoga onitis,
37,-75,tautoga onitis,
38,-73,tautoga onitis,
40,-72,tautoga onitis,
41,-68,tautoga onitis,
36.16,-74.37,tautoga onitis,macroalgae
36.16,-74.37,tautoga onitis,reef
37,-75,tautoga onitis,macroalgae
37,-75,tautoga onitis,reef
38,-73,tautoga onitis,macroalgae
38,-73,tautoga onitis,reef
40,-72,tautoga onitis,macroalgae
40,-72,tautoga onitis,reef
41,-68,tautoga onitis,macroalgae
41,-68,tautoga onitis,reef
26.64,-96.8,thunnus albacares,
28.11,-95.97,thunnus albacares,
28.64,-94.65,thunnus albacares,
28.43,-90.83,thunnus albacares,
29.62,-87.96,thunnus albacares,
28.38,-84.21,thunnus albacares,
25.28,-82.74,thunnus albacares,
25.48,-99.44,thunnus albacares,
26.89,-79.54,thunnus albacares,
25.92,-79.71,thunnus albacares,
28.78,-79.93,thunnus albacares,
30.84,-80.5,thunnus albacares,
32.54,-79.27,thunnus albacares,
34.32,-76.24,thunnus albacares,
36.16,-74.37,thunnus albacares,
37,-75,thunnus albacares,
38,-73,thunnus albacares,
40,-72,thunnus albacares,
41,-68,thunnus albacares,
43.5,-67.17,thunnus albacares,
34.32,-76.24,peprilus triacanthus,
36.16,-74.37,peprilus triacanthus,
37,-75,peprilus triacanthus,
38,-73,peprilus triacanthus,
40,-72,peprilus triacanthus,
41,-68,peprilus triacanthus,
34.32,-76.24,peprilus triacanthus,sand
34.32,-76.24,peprilus triacanthus,mud
36.16,-74.37,peprilus triacanthus,sand
36.16,-74.37,peprilus triacanthus,mud
37,-75,peprilus triacanthus,sand
37,-75,peprilus triacanthus,mud
38,-73,peprilus triacanthus,sand
38,-73,peprilus triacanthus,mud
40,-72,peprilus triacanthus,sand
40,-72,peprilus triacanthus,mud
41,-68,peprilus triacanthus,sand
41,-68,peprilus triacanthus,mud
34.32,-76.24,peprilus triacanthus,soft-sediment
36.16,-74.37,peprilus triacanthus,soft-sediment
37,-75,peprilus triacanthus,soft-sediment
38,-73,peprilus triacanthus,soft-sediment
40,-72,peprilus triacanthus,soft-sediment
41,-68,peprilus triacanthus,soft-sediment
-30.25,153.41,arripis trutta,
-32.5,152.8,arripis trutta,
-34.5,151.5,arripis trutta,
-37,151.52,arripis trutta,
-28.16,153.52,arripis trutta,
-32.82,151.93,arripis trutta,
-34.13,151.12,arripis trutta,
-37.08,149.93,arripis trutta,
-37.9,147.985,arripis trutta,
-40.75,148.07,arripis trutta,sand
-41.03,146.8,arripis trutta,sand
-41.01,145.84,arripis trutta,sand
-40.83,145.365,arripis trutta,sand
-41.21,144.67,arripis trutta,sand
-41.21,144.67,arripis trutta,seagrass
-42.18,145.22,arripis trutta,sand
-42.18,145.22,arripis trutta,seagrass
-41.23,148.3,arripis trutta,sand
-42.12,148.21,arripis trutta,sand
-42.81,147.9,arripis trutta,sand
-43.22,147.85,arripis trutta,sand
-43.07,147.5,arripis trutta,sand
-43.07,147.5,arripis trutta,seagrass
-43.57,146.69,arripis trutta,sand
43,-60,brosme brosme,
44,-63,brosme brosme,
45,-60,brosme brosme,
43,-60,brosme brosme,rock
44,-63,brosme brosme,rock
45,-60,brosme brosme,rock
63.08,5.12,brosme brosme,coral
63.08,5.12,brosme brosme,rock
63.08,5.12,brosme brosme,mud
62.5,3.45,brosme brosme,coral
62.5,3.45,brosme brosme,rock
62.5,3.45,brosme brosme,mud
63.08,5.12,sebastes norvegicus,coral
63.08,5.12,sebastes norvegicus,rock
63.08,5.12,sebastes norvegicus,mud
62.5,3.45,sebastes norvegicus,coral
62.5,3.45,sebastes norvegicus,rock
62.5,3.45,sebastes norvegicus,mud
63.08,5.12,melanogrammus aeglefinus,coral
63.08,5.12,melanogrammus aeglefinus,rock
63.08,5.12,melanogrammus aeglefinus,mud
62.5,3.45,melanogrammus aeglefinus,coral
62.5,3.45,melanogrammus aeglefinus,rock
62.5,3.45,melanogrammus aeglefinus,mud
63.08,5.12,squalus acanthias,rock
63.08,5.12,squalus acanthias,mud
62.5,3.45,squalus acanthias,rock
62.5,3.45,squalus acanthias,mud
-45.5,173.79,arripis trutta,
-42.86,176.68,arripis trutta,
-43.61,179.4,arripis trutta,
-43.7,-175.4,arripis trutta,
-39.52,179.53,arripis trutta,
-37.33,179.8,arripis trutta,
-35.44,176.77,arripis trutta,
-33.46,174.48,arripis trutta,
-32.36,171.76,arripis trutta,
-36.32,171.45,arripis trutta,
-38.69,172.24,arripis trutta,
-40.67,170,arripis trutta,
-42.82,167.32,arripis trutta,
-45.5,173.79,arripis trutta,sand
-45.5,173.79,arripis trutta,seagrass
-42.86,176.68,arripis trutta,sand
-42.86,176.68,arripis trutta,seagrass
-43.61,179.4,arripis trutta,sand
-43.61,179.4,arripis trutta,seagrass
-43.7,-175.4,arripis trutta,sand
-43.7,-175.4,arripis trutta,seagrass
-39.52,179.53,arripis trutta,sand
-39.52,179.53,arripis trutta,seagrass
-37.33,179.8,arripis trutta,sand
-37.33,179.8,arripis trutta,seagrass
-35.44,176.77,arripis trutta,sand
-35.44,176.77,arripis trutta,seagrass
-33.46,174.48,arripis trutta,sand
-33.46,174.48,arripis trutta,seagrass
-32.36,171.76,arripis trutta,sand
-32.36,171.76,arripis trutta,seagrass
-36.32,171.45,arripis trutta,sand
-36.32,171.45,arripis trutta,seagrass
-38.69,172.24,arripis trutta,sand
-38.69,172.24,arripis trutta,seagrass
-40.67,170,arripis trutta,sand
-40.67,170,arripis trutta,seagrass
-42.82,167.32,arripis trutta,sand
-42.82,167.32,arripis trutta,seagrass
-45.5,173.79,arripis trutta,reef
-42.86,176.68,arripis trutta,reef
-43.61,179.4,arripis trutta,reef
-43.7,-175.4,arripis trutta,reef
-39.52,179.53,arripis trutta,reef
-37.33,179.8,arripis trutta,reef
-35.44,176.77,arripis trutta,reef
-33.46,174.48,arripis trutta,reef
-32.36,171.76,arripis trutta,reef
-36.32,171.45,arripis trutta,reef
-38.69,172.24,arripis trutta,reef
-40.67,170,arripis trutta,reef
-42.82,167.32,arripis trutta,reef
-38,135,macruronus novaezelandiae,
-38,137,macruronus novaezelandiae,
-38,135,seriolella punctata,
-38,137,seriolella punctata,
-38,135,platycephalus conatus,
-38,137,platycephalus conatus,
-35,130,platycephalus conatus,rock
-35,130,platycephalus conatus,coral
-37,133,platycephalus conatus,rock
-37,133,platycephalus conatus,coral
-35,130,centroberyx gerrardi,rock
-35,130,centroberyx gerrardi,coral
-37,133,centroberyx gerrardi,rock
-37,133,centroberyx gerrardi,coral
-35.4,124,platycephalus conatus,rock
-35.4,124,platycephalus conatus,coral
-35,127,platycephalus conatus,rock
-35,127,platycephalus conatus,coral
-35.4,124,centroberyx gerrardi,rock
-35.4,124,centroberyx gerrardi,coral
-35,127,centroberyx gerrardi,rock
-35,127,centroberyx gerrardi,coral
-36,115,hoplostethus atlanticus,rock
-36,115,hoplostethus atlanticus,coral
-35.8,118,hoplostethus atlanticus,rock
-35.8,118,hoplostethus atlanticus,coral
-35.6,121,hoplostethus atlanticus,rock
-35.6,121,hoplostethus atlanticus,coral
-37,137,hoplostethus atlanticus,
-43,144,hoplostethus atlanticus,
-43,149,hoplostethus atlanticus,
33,154,hoplostethus atlanticus,
-35.77,174.88,chrysophrys auratus,sand
-35.77,174.88,chrysophrys auratus,mud
-35.77,174.88,chrysophrys auratus,seagrass
-34,172,chrysophrys auratus,
-36,172.5,chrysophrys auratus,
-38,173.5,chrysophrys auratus,
-39,173,chrysophrys auratus,
-40,172,chrysophrys auratus,
-34.5,174,chrysophrys auratus,
-36,175,chrysophrys auratus,
-35,176,chrysophrys auratus,
-37,177,chrysophrys auratus,
-37,179,chrysophrys auratus,
-39,179,chrysophrys auratus,
-34,172,chrysophrys auratus,seagrass
-34,172,chrysophrys auratus,coral
-36,172.5,chrysophrys auratus,seagrass
-36,172.5,chrysophrys auratus,coral
-38,173.5,chrysophrys auratus,seagrass
-38,173.5,chrysophrys auratus,coral
-39,173,chrysophrys auratus,seagrass
-39,173,chrysophrys auratus,coral
-40,172,chrysophrys auratus,seagrass
-40,172,chrysophrys auratus,coral
-34.5,174,chrysophrys auratus,seagrass
-34.5,174,chrysophrys auratus,coral
-36,175,chrysophrys auratus,seagrass
-36,175,chrysophrys auratus,coral
-35,176,chrysophrys auratus,seagrass
-35,176,chrysophrys auratus,coral
-37,177,chrysophrys auratus,seagrass
-37,177,chrysophrys auratus,coral
-37,179,chrysophrys auratus,seagrass
-37,179,chrysophrys auratus,coral
-39,179,chrysophrys auratus,seagrass
-39,179,chrysophrys auratus,coral
-34,172,chrysophrys auratus,sand
-36,172.5,chrysophrys auratus,sand
-38,173.5,chrysophrys auratus,sand
-39,173,chrysophrys auratus,sand
-40,172,chrysophrys auratus,sand
-34.5,174,chrysophrys auratus,sand
-36,175,chrysophrys auratus,sand
-35,176,chrysophrys auratus,sand
-37,177,chrysophrys auratus,sand
-37,179,chrysophrys auratus,sand
-39,179,chrysophrys auratus,sand
-34,172,chrysophrys auratus,soft-sediment
-34,172,chrysophrys auratus,rock
-34,172,chrysophrys auratus,reef
-36,172.5,chrysophrys auratus,soft-sediment
-36,172.5,chrysophrys auratus,rock
-36,172.5,chrysophrys auratus,reef
-38,173.5,chrysophrys auratus,soft-sediment
-38,173.5,chrysophrys auratus,rock
-38,173.5,chrysophrys auratus,reef
-39,173,chrysophrys auratus,soft-sediment
-39,173,chrysophrys auratus,rock
-39,173,chrysophrys auratus,reef
-40,172,chrysophrys auratus,soft-sediment
-40,172,chrysophrys auratus,rock
-40,172,chrysophrys auratus,reef
-34.5,174,chrysophrys auratus,soft-sediment
-34.5,174,chrysophrys auratus,rock
-34.5,174,chrysophrys auratus,reef
-36,175,chrysophrys auratus,soft-sediment
-36,175,chrysophrys auratus,rock
-36,175,chrysophrys auratus,reef
-35,176,chrysophrys auratus,soft-sediment
-35,176,chrysophrys auratus,rock
-35,176,chrysophrys auratus,reef
-37,177,chrysophrys auratus,soft-sediment
-37,177,chrysophrys auratus,rock
-37,177,chrysophrys auratus,reef
-37,179,chrysophrys auratus,soft-sediment
-37,179,chrysophrys auratus,rock
-37,179,chrysophrys auratus,reef
-39,179,chrysophrys auratus,soft-sediment
-39,179,chrysophrys auratus,rock
-39,179,chrysophrys auratus,reef
54.23,13.56,clupea harengus,rock
54.23,13.56,clupea harengus,macroalgae
52.94,-4.56,merlangius merlangus,seagrass
52.94,-4.56,merlangius merlangus,sand
52.94,-4.56,pollachius virens,seagrass
52.94,-4.56,gadus morhua,seagrass
52.94,-4.56,pleuronectes platessa,seagrass
52.94,-4.56,pleuronectes platessa,sand
52.94,-4.56,clupea harengus,seagrass
52.94,-4.56,clupea harengus,sand
-48,-57,dissostichus eleginoides,
-49,-55,dissostichus eleginoides,
-51.5,-57.5,dissostichus eleginoides,
-55,-56,dissostichus eleginoides,
-52,-58,dissostichus eleginoides,
-53,-60,dissostichus eleginoides,
-52,-62.5,dissostichus eleginoides,
-42,77,dissostichus eleginoides,
-49,77,dissostichus eleginoides,
-47,73,dissostichus eleginoides,
-50.5,72,dissostichus eleginoides,
-52,67,dissostichus eleginoides,
-49,66,dissostichus eleginoides,
-51.5,65,dissostichus eleginoides,
-57.5,50,dissostichus eleginoides,
-53.5,50,dissostichus eleginoides,
-48,47,dissostichus eleginoides,
-43.5,49,dissostichus eleginoides,
-37.5,49,dissostichus eleginoides,
-37.5,44,dissostichus eleginoides,
-43.5,42.5,dissostichus eleginoides,
-41.5,48,dissostichus eleginoides,
-42.5,52.5,dissostichus eleginoides,
-45,57.5,dissostichus eleginoides,
-46,62.5,dissostichus eleginoides,
-46,67.5,dissostichus eleginoides,
-52,-40,dissostichus eleginoides,
-50,-40,dissostichus eleginoides,
-51.5,-37,dissostichus eleginoides,
-50.5,-34,dissostichus eleginoides,
-50,-32.5,dissostichus eleginoides,
-50,-38.5,dissostichus eleginoides,
-52,-35.5,dissostichus eleginoides,
-55.98,-46.48,dissostichus eleginoides,
-53.22,-40.01,dissostichus eleginoides,
-52.5,-39.98,dissostichus eleginoides,
-57,157,dissostichus eleginoides,
-55,157,dissostichus eleginoides,
-52.5,160,dissostichus eleginoides,
-52.5,157,dissostichus eleginoides,
-54,154.5,dissostichus eleginoides,
-53,58,dissostichus eleginoides,
-53,71,dissostichus eleginoides,
-55,73,dissostichus eleginoides,
-53,75,dissostichus eleginoides,
-53,77,dissostichus eleginoides,
-52,79,dissostichus eleginoides,
-54,-40,dissostichus eleginoides,
-57,157,dissostichus mawsoni,
-55,157,dissostichus mawsoni,
-52.5,160,dissostichus mawsoni,
-52.5,157,dissostichus mawsoni,
-54,154.5,dissostichus mawsoni,
-53,58,dissostichus mawsoni,
-53,71,dissostichus mawsoni,
-55,73,dissostichus mawsoni,
-53,75,dissostichus mawsoni,
-53,77,dissostichus mawsoni,
-52,79,dissostichus mawsoni,
-54,-40,dissostichus mawsoni,
-41.5,-64,engraulis anchoita,
-42.5,-62.5,engraulis anchoita,
-43.5,-64,engraulis anchoita,
37.5,12.5,engraulis encrasicolus,
37,13,engraulis encrasicolus,
36,14.5,engraulis encrasicolus,
40,23,engraulis encrasicolus,
40,25.5,engraulis encrasicolus,
36,-4,engraulis encrasicolus,
36.7,-0.5,engraulis encrasicolus,
39.5,1.5,engraulis encrasicolus,
45,13,engraulis encrasicolus,
43,15,engraulis encrasicolus,
42,17.5,engraulis encrasicolus,
42.5,4.2,engraulis encrasicolus,
42.7,3.6,engraulis encrasicolus,
-32,16,engraulis anchoita,
-34,18,engraulis anchoita,
-36,20,engraulis anchoita,
-37,21,engraulis anchoita,
-36,23,engraulis anchoita,
-35,25,engraulis anchoita,
-34.5,27,engraulis anchoita,
-19,-71,engraulis ringens,
-21,-71,engraulis ringens,
-23,-71,engraulis ringens,
-25,-71,engraulis ringens,
-27,-71.5,engraulis ringens,
-29,-71.9,engraulis ringens,
-31,-72,engraulis ringens,
-6,-82,engraulis ringens,
-8,-81,engraulis ringens,
-10,-79,engraulis ringens,
-12,-79,engraulis ringens,
-14,-78,engraulis ringens,
-18,-72,engraulis ringens,
-16,-76,engraulis ringens,
-14,-77,engraulis ringens,
-12,-78,engraulis ringens,
-8,-80,engraulis ringens,
-5,-82,engraulis ringens,
54,-5.5,clupea harengus,
54.5,-4,clupea harengus,
69.47,12.83,mallotus villosus,sand
69.47,12.83,mallotus villosus,rock
69.74,15.2,mallotus villosus,sand
69.74,15.2,mallotus villosus,rock
70.62,18.19,mallotus villosus,sand
70.62,18.19,mallotus villosus,rock
70.97,20.74,mallotus villosus,sand
70.97,20.74,mallotus villosus,rock
71.85,23.82,mallotus villosus,sand
71.85,23.82,mallotus villosus,rock
71.49,29.09,mallotus villosus,sand
71.49,29.09,mallotus villosus,rock
70.44,32.52,mallotus villosus,sand
70.44,32.52,mallotus villosus,rock
69.83,34.63,mallotus villosus,sand
69.83,34.63,mallotus villosus,rock
69.47,12.83,mallotus villosus,
69.74,15.2,mallotus villosus,
70.62,18.19,mallotus villosus,
70.97,20.74,mallotus villosus,
71.85,23.82,mallotus villosus,
71.49,29.09,mallotus villosus,
70.44,32.52,mallotus villosus,
69.83,34.63,mallotus villosus,
75.19,20.3,mallotus villosus,
76.94,26.72,mallotus villosus,
78.09,32.43,mallotus villosus,
78.44,37.97,mallotus villosus,
78.61,43.3,mallotus villosus,
75.63,41.74,mallotus villosus,
72.46,43.76,mallotus villosus,
70.88,48.51,mallotus villosus,
72.99,31.9,mallotus villosus,
76.68,55.63,mallotus villosus,
74.39,52.91,mallotus villosus,
71.85,50.36,mallotus villosus,
80.11,30.23,mallotus villosus,
77.29,11.6,mallotus villosus,
75.27,13.44,mallotus villosus,
75.19,20.3,mallotus villosus,sand
75.19,20.3,mallotus villosus,rock
76.94,26.72,mallotus villosus,sand
76.94,26.72,mallotus villosus,rock
78.09,32.43,mallotus villosus,sand
78.09,32.43,mallotus villosus,rock
78.44,37.97,mallotus villosus,sand
78.44,37.97,mallotus villosus,rock
78.61,43.3,mallotus villosus,sand
78.61,43.3,mallotus villosus,rock
75.63,41.74,mallotus villosus,sand
75.63,41.74,mallotus villosus,rock
72.46,43.76,mallotus villosus,sand
72.46,43.76,mallotus villosus,rock
70.88,48.51,mallotus villosus,sand
70.88,48.51,mallotus villosus,rock
72.99,31.9,mallotus villosus,sand
72.99,31.9,mallotus villosus,rock
63.86,7.75,melanogrammus aeglefinus,
67.53,11.55,melanogrammus aeglefinus,
68.85,13.24,melanogrammus aeglefinus,
73.26,14.92,melanogrammus aeglefinus,
65.18,8.41,melanogrammus aeglefinus,
70.89,15.11,melanogrammus aeglefinus,
71.35,21.59,melanogrammus aeglefinus,
74.3,17.95,melanogrammus aeglefinus,
76.1,16.7,melanogrammus aeglefinus,
75.26,22.93,melanogrammus aeglefinus,
70.4,36.5,melanogrammus aeglefinus,
72.9,44.29,melanogrammus aeglefinus,
59.63,4.74,clupea harengus,
61.9,4.3,clupea harengus,
63.41,6.76,clupea harengus,
65.47,9.31,clupea harengus,
68.15,11.91,clupea harengus,
68.99,13.53,clupea harengus,
69.74,15.73,clupea harengus,
62.62,-1.4,clupea harengus,
63.98,-3.1,clupea harengus,
67.96,2.92,clupea harengus,
69.47,12.83,clupea harengus,
69.6,7.4,clupea harengus,
69.83,34.63,clupea harengus,
70.44,32.52,clupea harengus,
70.57,-2.28,clupea harengus,
70.62,18.19,clupea harengus,
70.68,16.94,clupea harengus,
70.88,48.51,clupea harengus,
70.97,20.74,clupea harengus,
71.49,29.09,clupea harengus,
71.56,21.59,clupea harengus,
71.85,23.82,clupea harengus,
71.85,50.36,clupea harengus,
72.09,29.29,clupea harengus,
72.46,43.76,clupea harengus,
72.99,31.9,clupea harengus,
73.16,3.8,clupea harengus,
75.19,20.3,clupea harengus,
75.27,13.44,clupea harengus,
75.63,41.74,clupea harengus,
75.7,1.05,clupea harengus,
76.94,26.72,clupea harengus,
77.29,11.6,clupea harengus,
78.09,32.43,clupea harengus,
78.44,37.97,clupea harengus,
78.61,43.3,clupea harengus,
80.11,30.23,clupea harengus,
74.39,52.91,clupea harengus,
76.68,55.63,clupea harengus,
68.16,11.98,pollachius virens,
64.95,9.6,pollachius virens,
62.92,5.16,pollachius virens,
66.4,10.56,pollachius virens,
